Library Size,rnap10_mean,rnap10_std,rnap35_mean,rnap35_std,lacI_mean,lacI_std
100.0,2.761682426151044,0.7629760756431773,2.2177045982345422,0.8307170551563382,1.6625645387343584,0.5517659992882211
126.0,3.6237610413074584,0.854994872609115,2.433259112290675,0.8527073774003173,1.8937609542545386,0.48987045221143644
158.0,4.274612483531652,1.0497157213770285,3.053681384429463,0.9173357625719455,2.3152504006634755,0.7459256365326281
200.0,5.124664531899518,1.0943182024730738,3.5847218437150183,1.071693793391315,2.578089617871675,0.7820882508853102
251.0,6.018461715312815,1.1775544766529358,4.096741008522622,1.1990382283972656,2.979462801826243,0.8317232429571335
316.0,7.410492605484155,1.647509717557553,4.972057286801609,1.4256291002772126,3.3703505086871384,0.9209115031691005
398.0,9.225384766022518,1.7777747304647638,6.2231983613988975,1.6899691867117388,4.01182566910404,1.0784480391977325
501.0,10.946977458505794,1.8997891288446738,7.2856759132972515,1.929332379699466,4.669563177073238,0.9830578368653284
631.0,13.56417672907502,2.340768445737396,8.398352638534462,2.0325482741240655,5.725721082686656,1.2231792221854612
794.0,16.794696956831952,3.013498603000358,10.699610140502543,2.523456573067469,6.493938374179045,1.4848692948961426
1000.0,19.56571775609937,3.074403195113818,12.685510330685908,2.6000190488454638,7.676874810835317,1.4653709673772524
1259.0,24.3578178289992,3.4064157655033633,15.653756417117474,2.943435387041597,9.27317232931956,1.6882007196399027
1585.0,28.69369412176873,4.560508219132715,18.30868778582679,3.36295775936315,11.16654056014791,1.778584726424351
1995.0,34.03428193135696,4.460341776500681,21.835702828427607,3.9222152193493334,13.211955144143971,1.8713311978635003
2512.0,41.695939154446,4.956975294253314,25.895887288728986,3.534659901276308,15.84441014584804,2.161327423913426
3162.0,48.362435686096035,5.574661690756972,30.147709082140665,4.3806923834532245,18.10133081310976,2.467476477771991
3981.0,54.865088605631264,6.397381393313824,33.62725252557846,4.591926131246052,20.147074959805664,2.690716214263742
5012.0,64.94497345653342,7.033898133198741,39.88070702669061,4.654869573596858,23.735928419640178,2.9102289660866036
6310.0,72.37137215499942,7.054406558792737,44.49690209397295,4.9063491668760815,26.221417440845656,3.0057772826798645
7943.0,80.77562567204629,7.442900048070791,50.099561280991345,5.508185340651212,29.616005092852816,2.975239614807009
10000.0,89.7833101920035,7.570110793276846,55.098998502420564,5.009892685728451,32.66806963250171,2.838719579097087
12589.0,98.9011849180678,8.169439179865536,61.49213521672672,5.776255656957053,36.42674217115597,3.2412049597417636
15849.0,106.42007452749313,7.196108792176899,65.40115521155899,5.199493233881203,38.14101981579691,3.2273094621916747
19953.0,113.24752599395764,8.1301123327509,69.94445159486176,5.564485825927924,41.09918943064144,3.339904874606177
25119.0,117.85199474787063,8.338677390128561,72.41040541029597,5.41278381696252,42.59818888157107,2.989366872159519
31623.0,124.00144729950442,6.9819374162746035,76.76534185110854,5.023458434653654,44.769068393229574,2.4967455765304334
39811.0,128.66438047731873,7.053882885357513,79.44303869369222,4.9653931049295,46.713188299179095,2.704728647188336
50119.0,132.38045893558348,5.863324003513245,81.49734239601895,3.799617236759075,47.82229844252753,2.35867466490306
63096.0,136.9633810611135,6.5510562384944135,84.13022812176861,4.332424431032556,49.364976336867294,2.354128099288991
79433.0,138.837473941445,5.604639439874674,85.6336603431167,3.881741273434344,50.27866652584599,2.3069409125149893
100000.0,141.5048131572711,5.179754621530278,87.29564301491179,3.6607762564265878,51.104245584779285,1.986406386172429
